#             ID,KIC,Period,T0-2454900,Duration,Depth,DISP,KepMag,P1/P2,dT0/P,Pmatch(σ),Tmatch(σ),Dmatch(σ),"Sep("")",Chan0,Mod0,Out0,Row0,Col0,Chan1,Mod1,Out1,Row1,Col1,Chan2,Mod2,Out2,Row2,Col2,Chan3,Mod3,Out3,Row3,Col3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003327980-pri,3327980,4.231022,67.106634,5.7271,0.4273,KEB,12.119,2,0,0.675,3.128,1,70.6,14,6,2,949,476,74,22,2,950,481,70,20,2,954,482,10,4,2,955,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157.01,3327993,2.115547,67.0992,3.9907,0.000346,KOI,15.897,0.5,-1,4.145,3.139,1,70.6,14,6,2,957,460,74,22,2,958,465,70,20,2,962,466,10,4,2,963,461
003327980-sec,3327980,4.231022,69.218337,5.9607,0.3188,KEB,12.119,2,0.5,0.675,0.676,1,70.6,14,6,2,949,476,74,22,2,950,481,70,20,2,954,482,10,4,2,955,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157.01,3327993,2.115547,67.0992,3.9907,0.000346,KOI,15.897,1,0,3.975,2.515,1,68.6,14,6,2,957,460,74,22,2,958,465,70,20,2,962,466,10,4,2,963,461
1994.01,3328026,2.115398,67.1244,4.0925,0.000422,KOI,15.147,1,0,3.975,2.515,1,68.6,14,6,2,942,469,74,22,2,943,474,70,20,2,947,475,10,4,2,948,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157.01,3327993,2.115547,67.0992,3.9907,0.000346,KOI,15.897,1,1,4.182,2.499,1,73.9,14,6,2,957,460,74,22,2,958,465,70,20,2,962,466,10,4,2,963,461
3011.01,3328052,2.115486,65.01,3.7592,0.000329,KOI,15.542,1,-1,4.182,2.5,1,73.9,14,6,2,939,464,74,22,2,940,469,70,20,2,943,469,10,4,2,944,465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157.01,3327993,2.115547,67.0992,3.9907,0.000346,KOI,15.897,1,1,4.599,2.84,1,44.2,14,6,2,957,460,74,22,2,958,465,70,20,2,962,466,10,4,2,963,461
4174.01,3328027,2.115556,64.9741,4.3,0.000184,KOI,15.627,1,-1,4.599,2.84,1,44.2,14,6,2,946,464,74,22,2,947,468,70,20,2,951,469,10,4,2,952,464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174.01,3328027,2.115556,64.9741,4.3,0.000184,KOI,15.627,0.5,-1,4.093,2.651,1,51.7,14,6,2,946,464,74,22,2,947,468,70,20,2,951,469,10,4,2,952,464
003327980-pri,3327980,4.231022,67.106634,5.7271,0.4273,KEB,12.119,2,0.5,0.675,0.681,1,51.7,14,6,2,949,476,74,22,2,950,481,70,20,2,954,482,10,4,2,955,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174.01,3328027,2.115556,64.9741,4.3,0.000184,KOI,15.627,0.5,-2,4.093,2.737,1,51.7,14,6,2,946,464,74,22,2,947,468,70,20,2,951,469,10,4,2,952,464
003327980-sec,3327980,4.231022,69.218337,5.9607,0.3188,KEB,12.119,2,1,0.675,2.955,1,51.7,14,6,2,949,476,74,22,2,950,481,70,20,2,954,482,10,4,2,955,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174.01,3328027,2.115556,64.9741,4.3,0.000184,KOI,15.627,1,0,4.151,2.387,1,30.2,14,6,2,946,464,74,22,2,947,468,70,20,2,951,469,10,4,2,952,464
3011.01,3328052,2.115486,65.01,3.7592,0.000329,KOI,15.542,1,0,4.151,2.387,1,30.2,14,6,2,939,464,74,22,2,940,469,70,20,2,943,469,10,4,2,944,465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174.01,3328027,2.115556,64.9741,4.3,0.000184,KOI,15.627,1,0,4.216,2.624,1,46,14,6,2,946,464,74,22,2,947,468,70,20,2,951,469,10,4,2,952,464
3635.01,3327992,2.115503,64.99247,6.3,0.070182,KOI,15.582,1,0,4.216,2.624,1,46,14,6,2,947,475,74,22,2,948,480,70,20,2,952,481,10,4,2,953,476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174.01,3328027,2.115556,64.9741,4.3,0.000184,KOI,15.627,1,-1,3.961,2.399,1,28.2,14,6,2,946,464,74,22,2,947,468,70,20,2,951,469,10,4,2,952,464
1994.01,3328026,2.115398,67.1244,4.0925,0.000422,KOI,15.147,1,1,3.961,2.398,1,28.2,14,6,2,942,469,74,22,2,943,474,70,20,2,947,475,10,4,2,948,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174.01,3328027,2.115556,64.9741,4.3,0.000184,KOI,15.627,1,-1,4.599,2.84,1,44.2,14,6,2,946,464,74,22,2,947,468,70,20,2,951,469,10,4,2,952,464
2157.01,3327993,2.115547,67.0992,3.9907,0.000346,KOI,15.897,1,1,4.599,2.84,1,44.2,14,6,2,957,460,74,22,2,958,465,70,20,2,962,466,10,4,2,963,461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688.01,5020034,2.1191,65.59221,5.4339,0.111366,KOI,15.812,1,0,4.358,2.832,1,89.7,6,3,2,502,1091,34,11,2,500,1092,78,23,2,499,1096,50,15,2,503,1095
1924.01,5108214,2.119128,65.5824,4.8907,0.000045,KOI,7.837,1,0,4.358,2.832,1,89.7,6,3,2,480,1092,34,11,2,478,1093,78,23,2,477,1096,50,15,2,480,1096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688.01,5020034,2.1191,65.59221,5.4339,0.111366,KOI,15.812,1,0,4.514,2.933,1,6.9,6,3,2,502,1091,34,11,2,500,1092,78,23,2,499,1096,50,15,2,503,1095
3802.01,5020044,2.119114,65.5851,3.75,0.000298,KOI,13.835,1,0,4.514,2.933,1,6.9,6,3,2,502,1090,34,11,2,500,1091,78,23,2,499,1094,50,15,2,502,1094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802.01,5020044,2.119114,65.5851,3.75,0.000298,KOI,13.835,1,0,4.5,3.222,1,89,6,3,2,502,1090,34,11,2,500,1091,78,23,2,499,1094,50,15,2,502,1094
1924.01,5108214,2.119128,65.5824,4.8907,0.000045,KOI,7.837,1,0,4.5,3.222,1,89,6,3,2,480,1092,34,11,2,478,1093,78,23,2,477,1096,50,15,2,480,1096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802.01,5020044,2.119114,65.5851,3.75,0.000298,KOI,13.835,1,0,4.514,2.933,1,6.9,6,3,2,502,1090,34,11,2,500,1091,78,23,2,499,1094,50,15,2,502,1094
3688.01,5020034,2.1191,65.59221,5.4339,0.111366,KOI,15.812,1,0,4.514,2.933,1,6.9,6,3,2,502,1091,34,11,2,500,1092,78,23,2,499,1096,50,15,2,503,1095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802.01,5020044,2.119114,65.5851,3.75,0.000298,KOI,13.835,1,-16,4.737,2.889,1,6.9,6,3,2,502,1090,34,11,2,500,1091,78,23,2,499,1094,50,15,2,502,1094
005020034-pri,5020034,2.119109,99.499099,4.5722,0.0672,KEB,15.812,1,16,4.737,2.887,1,6.9,6,3,2,502,1091,34,11,2,500,1092,78,23,2,499,1096,50,15,2,503,1095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.01,5108214,2.119128,65.5824,4.8907,0.000045,KOI,7.837,1,0,4.358,2.832,1,89.7,6,3,2,480,1092,34,11,2,478,1093,78,23,2,477,1096,50,15,2,480,1096
3688.01,5020034,2.1191,65.59221,5.4339,0.111366,KOI,15.812,1,0,4.358,2.832,1,89.7,6,3,2,502,1091,34,11,2,500,1092,78,23,2,499,1096,50,15,2,503,1095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.01,5108214,2.119128,65.5824,4.8907,0.000045,KOI,7.837,1,0,4.5,3.222,1,89,6,3,2,480,1092,34,11,2,478,1093,78,23,2,477,1096,50,15,2,480,1096
3802.01,5020044,2.119114,65.5851,3.75,0.000298,KOI,13.835,1,0,4.5,3.222,1,89,6,3,2,502,1090,34,11,2,500,1091,78,23,2,499,1094,50,15,2,502,1094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.01,5108214,2.119128,65.5824,4.8907,0.000045,KOI,7.837,1,-16,4.441,2.805,1,89.7,6,3,2,480,1092,34,11,2,478,1093,78,23,2,477,1096,50,15,2,480,1096
005020034-pri,5020034,2.119109,99.499099,4.5722,0.0672,KEB,15.812,1,16,4.441,2.796,1,89.7,6,3,2,502,1091,34,11,2,500,1092,78,23,2,499,1096,50,15,2,503,1095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579.01,5024292,2.150462,65.321527,2.5,0.191195,KOI,14.573,1,0,3.951,2.494,1,19,6,3,2,856,500,34,11,2,854,501,78,23,2,853,505,50,15,2,857,505
4682.01,5024252,2.15063,65.2944,4,0.000129,KOI,13.322,1,0,3.951,2.494,1,19,6,3,2,854,505,34,11,2,852,505,78,23,2,851,509,50,15,2,854,509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682.01,5024252,2.15063,65.2944,4,0.000129,KOI,13.322,0.5,-17,3.876,2.969,1,19,6,3,2,854,505,34,11,2,852,505,78,23,2,851,509,50,15,2,854,509
005024292-pri,5024292,4.301032,101.861544,4.8929,0.1718,KEB,14.573,2,8.5,0.675,0.678,1,19,6,3,2,856,500,34,11,2,854,501,78,23,2,853,505,50,15,2,857,505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682.01,5024252,2.15063,65.2944,4,0.000129,KOI,13.322,0.5,-18,3.876,2.367,1,19,6,3,2,854,505,34,11,2,852,505,78,23,2,851,509,50,15,2,854,509
005024292-sec,5024292,4.301032,104.044318,5.2232,0.1357,KEB,14.573,2,9,0.675,2.595,1,19,6,3,2,856,500,34,11,2,854,501,78,23,2,853,505,50,15,2,857,505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682.01,5024252,2.15063,65.2944,4,0.000129,KOI,13.322,1,0,3.951,2.494,1,19,6,3,2,854,505,34,11,2,852,505,78,23,2,851,509,50,15,2,854,509
3579.01,5024292,2.150462,65.321527,2.5,0.191195,KOI,14.573,1,0,3.951,2.494,1,19,6,3,2,856,500,34,11,2,854,501,78,23,2,853,505,50,15,2,857,505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147.01,8029197,2.152898,65.3721,2.24,0.000034,KOI,12.643,0.5,3,4.026,2.893,1,293.3,42,13,2,672,185,43,13,3,159,703,44,13,4,676,188,41,13,1,155,705
008098300-sec,8098300,4.305918,58.905182,4.7537,0.2355,KEB,12.817,2,-1.5,0.675,0.677,1,293.3,42,13,2,598,186,43,13,3,159,629,44,13,4,602,188,41,13,1,155,632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147.01,8029197,2.152898,65.3721,2.24,0.000034,KOI,12.643,0.5,4,4.026,2.554,1,293.3,42,13,2,672,185,43,13,3,159,703,44,13,4,676,188,41,13,1,155,705
008098300-pri,8098300,4.305918,56.737583,4.4644,0.3419,KEB,12.817,2,-2,0.675,2.79,1,293.3,42,13,2,598,186,43,13,3,159,629,44,13,4,602,188,41,13,1,155,632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990.01,6421503,2.158364,64.9107,3.5,0.000282,KOI,15.239,1,5,4.299,2.79,1,20.3,36,11,4,785,131,80,23,4,785,127,52,15,4,781,127,8,3,4,780,130
006421483-pri,6421483,2.158401,54.107493,4.398,0.1246,KEB,13.024,1,-5,4.299,2.795,1,20.3,36,11,4,781,127,80,23,4,781,123,52,15,4,777,123,8,3,4,776,127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517.01,11243547,2.161357,64.8724,3.06,0.000071,KOI,14.751,1,-19,4.325,3.049,1,1079.4,68,19,4,543,1044,28,9,4,537,1043,20,7,4,536,1047,60,17,4,541,1047
011401845-pri,11401845,2.16139,105.933213,5.2444,0.4119,KEB,14.355,1,19,4.325,3.013,1,1079.4,68,19,4,272,1043,28,9,4,266,1043,20,7,4,264,1046,60,17,4,269,1047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517.01,11243547,2.161357,64.8724,3.06,0.000071,KOI,14.751,2,0,0.675,2.906,1,1088.9,68,19,4,543,1044,28,9,4,537,1043,20,7,4,536,1047,60,17,4,541,1047
2454.01,11401822,1.080701,64.8645,4.1911,0.000207,KOI,15.986,0.5,0,4.098,2.682,1,1088.9,68,19,4,269,1049,28,9,4,264,1049,20,7,4,262,1052,60,17,4,267,1053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175.01,9640931,2.178139,65.0249,2.78,0.000278,KOI,15.916,1,0,4.605,2.887,1,547.4,62,18,2,802,602,46,14,2,807,602,22,8,2,805,598,38,12,2,800,598
009641255-pri,9641255,2.178148,65.033373,3.6541,0.0003,KEB,16.37,1,0,4.605,2.887,1,547.4,62,18,2,801,740,46,14,2,806,740,22,8,2,805,735,38,12,2,800,735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175.01,9640931,2.178139,65.0249,2.78,0.000278,KOI,15.916,1,29,4.499,3.255,1,151.6,62,18,2,802,602,46,14,2,807,602,22,8,2,805,598,38,12,2,800,598
FL-Lyr-pri,9641031,2.178154,1.856398,0,0.435063,GEB,9.177,1,-29,4.499,3.309,1,151.6,62,18,2,800,640,46,14,2,805,641,22,8,2,804,636,38,12,2,799,636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175.01,9640931,2.178139,65.0249,2.78,0.000278,KOI,15.916,1,5,4.497,3.396,1,151.6,62,18,2,802,602,46,14,2,807,602,22,8,2,805,598,38,12,2,800,598
009641031-pri,9641031,2.178154,54.132713,3.1679,0.3801,KEB,9.177,1,-5,4.497,3.41,1,151.6,62,18,2,800,640,46,14,2,805,641,22,8,2,804,636,38,12,2,799,636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175.01,9640931,2.178139,65.0249,2.78,0.000278,KOI,15.916,2,0,0.675,2.735,1,115.4,62,18,2,802,602,46,14,2,807,602,22,8,2,805,598,38,12,2,800,598
4172.01,9640907,1.089038,65.0385,2.42,0.000165,KOI,15.693,0.5,0,4.021,2.498,1,115.4,62,18,2,830,610,46,14,2,835,610,22,8,2,833,605,38,12,2,829,605
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175.01,9640931,2.178139,65.0249,2.78,0.000278,KOI,15.916,2,-18,0.674,3.495,1,139.6,62,18,2,802,602,46,14,2,807,602,22,8,2,805,598,38,12,2,800,598
324.01,9641041,1.089078,104.23037,2.4867,0.000158,KOI,12.217,0.5,36,4.325,3.234,1,139.6,62,18,2,785,633,46,14,2,790,633,22,8,2,788,628,38,12,2,784,629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,0,4.751,3.407,1,99.6,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,0,4.751,3.407,1,99.6,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,17,4.6,3.261,1,65.3,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
1504.01,9641018,2.178155,67.2018,2.5317,0.00043,KOI,14.07,1,-17,4.6,3.28,1,65.3,62,18,2,821,650,46,14,2,825,651,22,8,2,824,646,38,12,2,819,646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,18,4.148,2.613,1,909.7,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
4433.01,9518651,2.178219,65.0065,2.41,0.000053,KOI,14.102,1,-18,4.148,2.636,1,909.7,62,18,2,606,642,46,14,2,611,643,22,8,2,609,638,38,12,2,605,638
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,18,4.332,2.823,1,1921.6,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
4788.01,9396760,2.178178,65.0157,0.93,0.000126,KOI,14.555,1,-18,4.332,2.841,1,1921.6,62,18,2,352,643,46,14,2,357,644,22,8,2,355,638,38,12,2,350,639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,18,4.386,3.016,1,3632.8,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
4675.01,10130057,2.178171,65.0205,2.16,0.000129,KOI,15.613,1,-18,4.386,3.042,1,3632.8,63,18,3,416,645,47,14,3,411,646,23,8,3,412,641,39,12,3,415,642
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,18,4.651,3.318,1,90.3,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
4239.01,9640924,2.178153,65.0241,1.91,0.000119,KOI,14.975,1,-18,4.651,3.337,1,90.3,62,18,2,830,620,46,14,2,835,620,22,8,2,833,616,38,12,2,829,616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,23,4.624,3.237,1,138.2,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
009641031-pri,9641031,2.178154,54.132713,3.1679,0.3801,KEB,9.177,1,-23,4.624,3.258,1,138.2,62,18,2,800,640,46,14,2,805,641,22,8,2,804,636,38,12,2,799,636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,47,4.627,3.159,1,138.2,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
FL-Lyr-pri,9641031,2.178154,1.856398,0,0.435063,GEB,9.177,1,-47,4.627,3.193,1,138.2,62,18,2,800,640,46,14,2,805,641,22,8,2,804,636,38,12,2,799,636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,2,0,0.674,3.272,1,201.4,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
324.01,9641041,1.089078,104.23037,2.4867,0.000158,KOI,12.217,0.5,0,4.44,3.07,1,201.4,62,18,2,785,633,46,14,2,790,633,22,8,2,788,628,38,12,2,784,629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,2,18,0.674,3.11,1,33.5,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
4177.01,9640962,1.089079,65.022,2.7,0.000146,KOI,15.472,0.5,-36,4.389,2.917,1,33.5,62,18,2,831,635,46,14,2,835,635,22,8,2,834,631,38,12,2,829,631
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,2,18,0.675,2.555,1,42.3,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
4542.01,9640946,1.089033,65.0492,1.66,0.000074,KOI,14.959,0.5,-36,3.965,2.328,1,42.3,62,18,2,838,632,46,14,2,843,632,22,8,2,841,628,38,12,2,837,628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,2,18,0.675,2.764,1,131.6,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
4172.01,9640907,1.089038,65.0385,2.42,0.000165,KOI,15.693,0.5,-36,3.997,2.567,1,131.6,62,18,2,830,610,46,14,2,835,610,22,8,2,833,605,38,12,2,829,605
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,0,4.751,3.407,1,99.6,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
712.01,9640976,2.178146,104.2327,2.1768,0.000173,KOI,13.72,1,0,4.751,3.407,1,99.6,62,18,2,835,642,46,14,2,840,643,22,8,2,838,638,38,12,2,833,638
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,17,4.734,3.527,1,84.4,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
1504.01,9641018,2.178155,67.2018,2.5317,0.00043,KOI,14.07,1,-17,4.734,3.551,1,84.4,62,18,2,821,650,46,14,2,825,651,22,8,2,824,646,38,12,2,819,646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,18,4.418,3.093,1,90.9,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
3860.01,9641008,2.178172,65.02025,1.867,0.000346,KOI,14.489,1,-18,4.418,3.121,1,90.9,62,18,2,790,626,46,14,2,795,626,22,8,2,794,621,38,12,2,789,621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,18,4.781,3.019,1,90.9,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
009641008-pri,9641008,2.178154,65.03009,3.032,0.0007,KEB,14.489,1,-18,4.781,3.015,1,90.9,62,18,2,790,626,46,14,2,795,626,22,8,2,794,621,38,12,2,789,621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,18,4.842,3.702,1,80.4,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
4239.01,9640924,2.178153,65.0241,1.91,0.000119,KOI,14.975,1,-18,4.842,3.731,1,80.4,62,18,2,830,620,46,14,2,835,620,22,8,2,833,616,38,12,2,829,616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,18,5.085,2.957,1,169.2,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
4250.01,9641076,2.178151,65.0178,2.96,0.00011,KOI,15.123,1,-18,5.085,2.958,1,169.2,62,18,2,815,673,46,14,2,820,673,22,8,2,818,668,38,12,2,814,669
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,23,4.781,3.477,1,63.1,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
009641031-pri,9641031,2.178154,54.132713,3.1679,0.3801,KEB,9.177,1,-23,4.781,3.5,1,63.1,62,18,2,800,640,46,14,2,805,641,22,8,2,804,636,38,12,2,799,636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,47,4.786,3.342,1,63.1,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
FL-Lyr-pri,9641031,2.178154,1.856398,0,0.435063,GEB,9.177,1,-47,4.786,3.37,1,63.1,62,18,2,800,640,46,14,2,805,641,22,8,2,804,636,38,12,2,799,636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,2,0,0.674,3.532,1,110.4,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
324.01,9641041,1.089078,104.23037,2.4867,0.000158,KOI,12.217,0.5,0,4.567,3.344,1,110.4,62,18,2,785,633,46,14,2,790,633,22,8,2,788,628,38,12,2,784,629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,2,18,0.674,3.244,1,73,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
4177.01,9640962,1.089079,65.022,2.7,0.000146,KOI,15.472,0.5,-36,4.483,3.059,1,73,62,18,2,831,635,46,14,2,835,635,22,8,2,834,631,38,12,2,829,631
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,2,18,0.675,2.533,1,100.5,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
4542.01,9640946,1.089033,65.0492,1.66,0.000074,KOI,14.959,0.5,-36,3.953,2.304,1,100.5,62,18,2,838,632,46,14,2,843,632,22,8,2,841,628,38,12,2,837,628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250.01,9641076,2.178151,65.0178,2.96,0.00011,KOI,15.123,1,-1,4.771,3.002,1,93.1,62,18,2,815,673,46,14,2,820,673,22,8,2,818,668,38,12,2,814,669
1504.01,9641018,2.178155,67.2018,2.5317,0.00043,KOI,14.07,1,1,4.771,3.002,1,93.1,62,18,2,821,650,46,14,2,825,651,22,8,2,824,646,38,12,2,819,646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250.01,9641076,2.178151,65.0178,2.96,0.00011,KOI,15.123,1,-18,5.085,2.958,1,169.2,62,18,2,815,673,46,14,2,820,673,22,8,2,818,668,38,12,2,814,669
713.01,9640985,2.17815,104.23127,2.4795,0.000513,KOI,13.835,1,18,5.085,2.957,1,169.2,62,18,2,813,631,46,14,2,818,631,22,8,2,816,626,38,12,2,811,626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250.01,9641076,2.178151,65.0178,2.96,0.00011,KOI,15.123,1,29,4.835,3.05,1,143.3,62,18,2,815,673,46,14,2,820,673,22,8,2,818,668,38,12,2,814,669
FL-Lyr-pri,9641031,2.178154,1.856398,0,0.435063,GEB,9.177,1,-29,4.835,3.045,1,143.3,62,18,2,800,640,46,14,2,805,641,22,8,2,804,636,38,12,2,799,636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250.01,9641076,2.178151,65.0178,2.96,0.00011,KOI,15.123,1,5,4.828,3.011,1,143.3,62,18,2,815,673,46,14,2,820,673,22,8,2,818,668,38,12,2,814,669
009641031-pri,9641031,2.178154,54.132713,3.1679,0.3801,KEB,9.177,1,-5,4.828,3.01,1,143.3,62,18,2,800,640,46,14,2,805,641,22,8,2,804,636,38,12,2,799,636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250.01,9641076,2.178151,65.0178,2.96,0.00011,KOI,15.123,2,0,0.675,3.455,1,162,62,18,2,815,673,46,14,2,820,673,22,8,2,818,668,38,12,2,814,669
4262.01,9641144,1.089097,65.019,1.96,0.000044,KOI,13.938,0.5,0,4.11,3.263,1,162,62,18,2,774,675,46,14,2,779,676,22,8,2,778,671,38,12,2,773,671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239.01,9640924,2.178153,65.0241,1.91,0.000119,KOI,14.975,1,0,4.448,3.127,1,159,62,18,2,830,620,46,14,2,835,620,22,8,2,833,616,38,12,2,829,616
