#             ID,KIC,Period,T0-2454900,Duration,Depth,DISP,KepMag,P1/P2,dT0/P,Pmatch(σ),Tmatch(σ),Dmatch(σ),"Sep("")",Chan0,Mod0,Out0,Row0,Col0,Chan1,Mod1,Out1,Row1,Col1,Chan2,Mod2,Out2,Row2,Col2,Chan3,Mod3,Out3,Row3,Col3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218.01,10191036,1.213691,64.7597,1.3,0.000026,KOI,12.107,1,-32,4.082,2.482,1,72.8,73,22,1,417,591,69,20,1,422,591,9,4,1,422,596,13,6,1,417,596
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597.01,9366988,1.219003,65.11962,2.4529,0.090668,KOI,14.371,1,0,4.214,2.402,1,7.9,31,10,3,507,448,3,2,3,509,442,55,16,3,511,444,83,24,3,514,447
1785.01,9366989,1.219034,65.09973,2.03,0.01087,KOI,14.914,1,0,4.214,2.402,1,7.9,31,10,3,508,450,3,2,3,509,444,55,16,3,512,445,83,24,3,514,449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785.01,9366989,1.219034,65.09973,2.03,0.01087,KOI,14.914,1,0,4.214,2.402,1,7.9,31,10,3,508,450,3,2,3,509,444,55,16,3,512,445,83,24,3,514,449
3597.01,9366988,1.219003,65.11962,2.4529,0.090668,KOI,14.371,1,0,4.214,2.402,1,7.9,31,10,3,507,448,3,2,3,509,442,55,16,3,511,444,83,24,3,514,447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785.01,9366989,1.219034,65.09973,2.03,0.01087,KOI,14.914,1,-29,4.675,2.789,1,7.9,31,10,3,508,450,3,2,3,509,444,55,16,3,512,445,83,24,3,514,449
009366988-pri,9366988,1.21903,100.458142,2.2001,0.0846,KEB,14.371,1,29,4.675,2.784,1,7.9,31,10,3,507,448,3,2,3,509,442,55,16,3,511,444,83,24,3,514,447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118.01,10661778,1.231315,64.8197,2.86,0.001047,KOI,17.661,1,0,4.268,2.815,1,57.1,67,19,3,899,60,27,9,3,893,61,19,7,3,892,57,59,17,3,896,56
3931.01,10661718,1.231339,64.8137,3.3,0.000169,KOI,15.277,1,0,4.268,2.815,1,57.1,67,19,3,894,46,27,9,3,888,47,19,7,3,887,44,59,17,3,892,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118.01,10661778,1.231315,64.8197,2.86,0.001047,KOI,17.661,1,8,4.113,2.515,1,42.6,67,19,3,899,60,27,9,3,893,61,19,7,3,892,57,59,17,3,896,56
010661783-pri,10661783,1.231363,54.954533,4.6723,0.2189,KEB,9.586,1,-8,4.113,2.525,1,42.6,67,19,3,909,55,27,9,3,903,56,19,7,3,901,53,59,17,3,906,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931.01,10661718,1.231339,64.8137,3.3,0.000169,KOI,15.277,1,0,4.268,2.815,1,57.1,67,19,3,894,46,27,9,3,888,47,19,7,3,887,44,59,17,3,892,43
4118.01,10661778,1.231315,64.8197,2.86,0.001047,KOI,17.661,1,0,4.268,2.815,1,57.1,67,19,3,899,60,27,9,3,893,61,19,7,3,892,57,59,17,3,896,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931.01,10661718,1.231339,64.8137,3.3,0.000169,KOI,15.277,1,-1,4.262,2.676,1,84.2,67,19,3,894,46,27,9,3,888,47,19,7,3,887,44,59,17,3,892,43
1291.01,10661771,1.231364,66.03586,5.2267,0.001244,KOI,14.97,1,1,4.262,2.675,1,84.2,67,19,3,916,47,27,9,3,910,48,19,7,3,908,45,59,17,3,913,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931.01,10661718,1.231339,64.8137,3.3,0.000169,KOI,15.277,1,8,4.273,2.703,1,66.9,67,19,3,894,46,27,9,3,888,47,19,7,3,887,44,59,17,3,892,43
010661783-pri,10661783,1.231363,54.954533,4.6723,0.2189,KEB,9.586,1,-8,4.273,2.711,1,66.9,67,19,3,909,55,27,9,3,903,56,19,7,3,901,53,59,17,3,906,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.01,10661771,1.231364,66.03586,5.2267,0.001244,KOI,14.97,1,1,3.954,2.087,1,130.9,67,19,3,916,47,27,9,3,910,48,19,7,3,908,45,59,17,3,913,44
4901.01,10661917,1.231459,64.7591,2.91,0.000018,KOI,12.976,1,-1,3.954,2.088,1,130.9,67,19,3,935,74,27,9,3,929,74,19,7,3,928,71,59,17,3,933,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.01,10661771,1.231364,66.03586,5.2267,0.001244,KOI,14.97,1,1,4.262,2.675,1,84.2,67,19,3,916,47,27,9,3,910,48,19,7,3,908,45,59,17,3,913,44
3931.01,10661718,1.231339,64.8137,3.3,0.000169,KOI,15.277,1,-1,4.262,2.676,1,84.2,67,19,3,894,46,27,9,3,888,47,19,7,3,887,44,59,17,3,892,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.01,10661771,1.231364,66.03586,5.2267,0.001244,KOI,14.97,1,9,4.881,3.362,1,41.2,67,19,3,916,47,27,9,3,910,48,19,7,3,908,45,59,17,3,913,44
010661783-pri,10661783,1.231363,54.954533,4.6723,0.2189,KEB,9.586,1,-9,4.881,3.366,1,41.2,67,19,3,909,55,27,9,3,903,56,19,7,3,901,53,59,17,3,906,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901.01,10661917,1.231459,64.7591,2.91,0.000018,KOI,12.976,1,-1,3.954,2.088,1,130.9,67,19,3,935,74,27,9,3,929,74,19,7,3,928,71,59,17,3,933,70
1291.01,10661771,1.231364,66.03586,5.2267,0.001244,KOI,14.97,1,1,3.954,2.087,1,130.9,67,19,3,916,47,27,9,3,910,48,19,7,3,908,45,59,17,3,913,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901.01,10661917,1.231459,64.7591,2.91,0.000018,KOI,12.976,1,8,3.951,2.072,1,129,67,19,3,935,74,27,9,3,929,74,19,7,3,928,71,59,17,3,933,70
010661783-pri,10661783,1.231363,54.954533,4.6723,0.2189,KEB,9.586,1,-8,3.951,2.079,1,129,67,19,3,909,55,27,9,3,903,56,19,7,3,901,53,59,17,3,906,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851.01,4851239,1.235114,64.9994,1.57,0.000014,KOI,11.438,0.5,8,4.096,2.24,1,77.6,7,3,3,922,290,35,11,3,927,289,79,23,3,927,293,51,15,3,923,294
004851217-sec,4851217,2.47028,55.087477,5.6619,0.1821,KEB,11.108,2,-4,0.675,2.499,1,77.6,7,3,3,941,284,35,11,3,945,284,79,23,3,946,287,51,15,3,942,288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851.01,4851239,1.235114,64.9994,1.57,0.000014,KOI,11.438,0.5,9,4.096,2.461,1,77.6,7,3,3,922,290,35,11,3,927,289,79,23,3,927,293,51,15,3,923,294
004851217-pri,4851217,2.47028,53.900507,5.8279,0.1986,KEB,11.108,2,-4.5,0.675,0.686,1,77.6,7,3,3,941,284,35,11,3,945,284,79,23,3,946,287,51,15,3,942,288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851.01,4851239,1.235114,64.9994,1.57,0.000014,KOI,11.438,1,0,3.846,2.092,1,167.6,7,3,3,922,290,35,11,3,927,289,79,23,3,927,293,51,15,3,923,294
4688.01,4851145,1.235262,64.9544,5,0.000117,KOI,15.637,1,0,3.847,2.092,1,167.6,7,3,3,963,282,35,11,3,968,281,79,23,3,968,285,51,15,3,965,285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688.01,4851145,1.235262,64.9544,5,0.000117,KOI,15.637,0.5,8,3.722,2.504,1,90.8,7,3,3,963,282,35,11,3,968,281,79,23,3,968,285,51,15,3,965,285
004851217-sec,4851217,2.47028,55.087477,5.6619,0.1821,KEB,11.108,2,-4,0.675,2.762,1,90.8,7,3,3,941,284,35,11,3,945,284,79,23,3,946,287,51,15,3,942,288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688.01,4851145,1.235262,64.9544,5,0.000117,KOI,15.637,1,0,3.847,2.092,1,167.6,7,3,3,963,282,35,11,3,968,281,79,23,3,968,285,51,15,3,965,285
4851.01,4851239,1.235114,64.9994,1.57,0.000014,KOI,11.438,1,0,3.846,2.092,1,167.6,7,3,3,922,290,35,11,3,927,289,79,23,3,927,293,51,15,3,923,294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887.01,5308419,1.241508,65.08976,1.15,0.000195,KOI,13.482,2,0,0.675,2.61,1,13.8,11,4,3,152,396,15,6,3,158,395,75,22,3,155,401,71,20,3,154,400
2724.01,5308387,0.620741,65.101,1.7297,0.000101,KOI,12.878,0.5,0,4.088,2.363,1,13.8,11,4,3,156,397,15,6,3,161,396,75,22,3,158,402,71,20,3,157,401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240.01,6206559,1.245282,65.2524,1.88,0.000027,KOI,12.341,1,0,3.994,2.121,1,3792.2,24,8,4,846,637,40,12,4,849,637,64,18,4,850,633,48,14,4,845,633
2908.01,6612284,1.245363,65.2102,2.1562,0.00026,KOI,15.895,1,0,3.994,2.121,1,3792.2,23,8,3,768,636,39,12,3,771,636,63,18,3,773,640,47,14,3,768,640
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240.01,6206559,1.245282,65.2524,1.88,0.000027,KOI,12.341,1,9,4.102,2.234,1,308,24,8,4,846,637,40,12,4,849,637,64,18,4,850,633,48,14,4,845,633
006206751-pri,6206751,1.245333,54.013099,3.1502,0.2436,KEB,12.142,1,-9,4.102,2.239,1,308,24,8,4,768,638,40,12,4,772,638,64,18,4,773,634,48,14,4,768,634
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908.01,6612284,1.245363,65.2102,2.1562,0.00026,KOI,15.895,1,0,3.994,2.121,1,3792.2,23,8,3,768,636,39,12,3,771,636,63,18,3,773,640,47,14,3,768,640
3240.01,6206559,1.245282,65.2524,1.88,0.000027,KOI,12.341,1,0,3.994,2.121,1,3792.2,24,8,4,846,637,40,12,4,849,637,64,18,4,850,633,48,14,4,845,633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908.01,6612284,1.245363,65.2102,2.1562,0.00026,KOI,15.895,1,9,4.225,2.613,1,3776.4,23,8,3,768,636,39,12,3,771,636,63,18,3,773,640,47,14,3,768,640
006206751-pri,6206751,1.245333,54.013099,3.1502,0.2436,KEB,12.142,1,-9,4.225,2.622,1,3776.4,24,8,4,768,638,40,12,4,772,638,64,18,4,773,634,48,14,4,768,634
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800.01,9593759,1.247159,65.36468,2.301,0.033967,KOI,17.474,0.5,-1,4.367,2.855,1,6.2,47,14,3,993,951,23,8,3,993,947,39,12,3,997,947,63,18,3,998,951
2774.01,9593757,2.494302,66.6172,2.3007,0.030602,KOI,17.69,2,0.5,0.674,0.678,1,6.2,47,14,3,993,949,23,8,3,993,945,39,12,3,997,946,63,18,3,998,949
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702.01,9053112,1.274837,102.8738,6.3516,0.000255,KOI,13.759,1,30,4.145,2.249,1,14.3,31,10,3,279,1070,3,2,3,281,1064,55,16,3,284,1066,83,24,3,286,1069
3751.01,9053086,1.274881,64.59745,0.94,0.010197,KOI,14.034,1,-30,4.145,2.266,1,14.3,31,10,3,282,1068,3,2,3,283,1062,55,16,3,286,1064,83,24,3,289,1067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751.01,9053086,1.274881,64.59745,0.94,0.010197,KOI,14.034,1,-30,4.145,2.266,1,14.3,31,10,3,282,1068,3,2,3,283,1062,55,16,3,286,1064,83,24,3,289,1067
702.01,9053112,1.274837,102.8738,6.3516,0.000255,KOI,13.759,1,30,4.145,2.249,1,14.3,31,10,3,279,1070,3,2,3,281,1064,55,16,3,284,1066,83,24,3,286,1069
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244.01,5097454,1.288031,65.00164,3.327,0.004227,KOI,15.313,1,0,4.186,2.534,1,20.8,19,7,3,198,296,59,17,3,202,295,67,19,3,205,299,27,9,3,200,299
2767.01,5097470,1.288068,64.9871,3.7279,0.000104,KOI,14.487,1,0,4.186,2.534,1,20.8,19,7,3,193,296,59,17,3,197,295,67,19,3,200,298,27,9,3,194,299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244.01,5097454,1.288031,65.00164,3.327,0.004227,KOI,15.313,1,0,4.211,2.51,1,9.5,19,7,3,198,296,59,17,3,202,295,67,19,3,205,299,27,9,3,200,299
005097446-pri,5097446,1.288064,64.986069,4.5845,0.4037,KEB,13.89,1,0,4.211,2.51,1,9.5,19,7,3,198,298,59,17,3,202,298,67,19,3,205,301,27,9,3,200,302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767.01,5097470,1.288068,64.9871,3.7279,0.000104,KOI,14.487,1,0,4.186,2.534,1,20.8,19,7,3,193,296,59,17,3,197,295,67,19,3,200,298,27,9,3,194,299
4244.01,5097454,1.288031,65.00164,3.327,0.004227,KOI,15.313,1,0,4.186,2.534,1,20.8,19,7,3,198,296,59,17,3,202,295,67,19,3,205,299,27,9,3,200,299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767.01,5097470,1.288068,64.9871,3.7279,0.000104,KOI,14.487,1,0,4.68,3.353,1,23.2,19,7,3,193,296,59,17,3,197,295,67,19,3,200,298,27,9,3,194,299
005097446-pri,5097446,1.288064,64.986069,4.5845,0.4037,KEB,13.89,1,0,4.68,3.353,1,23.2,19,7,3,198,298,59,17,3,202,298,67,19,3,205,301,27,9,3,200,302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045.01,6066403,1.303863,67.21028,2.9007,0.000503,KOI,13.555,1,0,5.005,3.494,1,10,10,4,2,889,872,14,6,2,884,871,74,22,2,884,876,70,20,2,888,877
1057.01,6066416,1.303864,67.20966,2.9454,0.000176,KOI,11.558,1,0,5.005,3.494,1,10,10,4,2,888,870,14,6,2,883,869,74,22,2,883,874,70,20,2,887,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045.01,6066403,1.303863,67.21028,2.9007,0.000503,KOI,13.555,1,2,4.14,2.124,1,12.2,10,4,2,889,872,14,6,2,884,871,74,22,2,884,876,70,20,2,888,877
3649.01,6066379,1.303908,64.55867,2,0.02449,KOI,15.475,1,-2,4.14,2.125,1,12.2,10,4,2,886,873,14,6,2,881,872,74,22,2,881,877,70,20,2,885,878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045.01,6066403,1.303863,67.21028,2.9007,0.000503,KOI,13.555,1,-25,4.788,2.965,1,12.2,10,4,2,889,872,14,6,2,884,871,74,22,2,884,876,70,20,2,888,877
006066379-pri,6066379,1.303861,99.810806,3.2419,0.0998,KEB,15.475,1,25,4.788,2.961,1,12.2,10,4,2,886,873,14,6,2,881,872,74,22,2,881,877,70,20,2,885,878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057.01,6066416,1.303864,67.20966,2.9454,0.000176,KOI,11.558,1,0,5.005,3.494,1,10,10,4,2,888,870,14,6,2,883,869,74,22,2,883,874,70,20,2,887,875
1045.01,6066403,1.303863,67.21028,2.9007,0.000503,KOI,13.555,1,0,5.005,3.494,1,10,10,4,2,889,872,14,6,2,884,871,74,22,2,884,876,70,20,2,888,877
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057.01,6066416,1.303864,67.20966,2.9454,0.000176,KOI,11.558,1,2,4.144,2.13,1,14.8,10,4,2,888,870,14,6,2,883,869,74,22,2,883,874,70,20,2,887,875
3649.01,6066379,1.303908,64.55867,2,0.02449,KOI,15.475,1,-2,4.144,2.131,1,14.8,10,4,2,886,873,14,6,2,881,872,74,22,2,881,877,70,20,2,885,878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057.01,6066416,1.303864,67.20966,2.9454,0.000176,KOI,11.558,1,-25,4.73,2.921,1,14.8,10,4,2,888,870,14,6,2,883,869,74,22,2,883,874,70,20,2,887,875
006066379-pri,6066379,1.303861,99.810806,3.2419,0.0998,KEB,15.475,1,25,4.73,2.916,1,14.8,10,4,2,886,873,14,6,2,881,872,74,22,2,881,877,70,20,2,885,878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649.01,6066379,1.303908,64.55867,2,0.02449,KOI,15.475,1,-2,4.14,2.125,1,12.2,10,4,2,886,873,14,6,2,881,872,74,22,2,881,877,70,20,2,885,878
1045.01,6066403,1.303863,67.21028,2.9007,0.000503,KOI,13.555,1,2,4.14,2.124,1,12.2,10,4,2,889,872,14,6,2,884,871,74,22,2,884,876,70,20,2,888,877
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649.01,6066379,1.303908,64.55867,2,0.02449,KOI,15.475,1,-2,4.144,2.131,1,14.8,10,4,2,886,873,14,6,2,881,872,74,22,2,881,877,70,20,2,885,878
1057.01,6066416,1.303864,67.20966,2.9454,0.000176,KOI,11.558,1,2,4.144,2.13,1,14.8,10,4,2,888,870,14,6,2,883,869,74,22,2,883,874,70,20,2,887,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,3.939,2.02,1,1790.6,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
4090.01,9899233,1.332608,65.0347,4.4,0.000115,KOI,15.164,1,0,3.939,2.02,1,1790.6,47,14,3,174,856,23,8,3,174,852,39,12,3,178,852,63,18,3,179,856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,3.99,2.034,1,466.3,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
4197.01,9777724,1.332587,65.0366,3.2,0.000166,KOI,15.865,1,0,3.99,2.034,1,466.3,47,14,3,507,854,23,8,3,507,849,39,12,3,511,850,63,18,3,512,853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.019,2.063,1,662.7,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
4142.01,9716302,1.332577,65.0404,3.8,0.000441,KOI,16.49,1,0,4.019,2.063,1,662.7,47,14,3,791,856,23,8,3,791,852,39,12,3,795,852,63,18,3,796,856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.04,2.135,1,1952.2,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
3955.01,9899414,1.33257,65.0488,2.15,0.000289,KOI,14.923,1,0,4.04,2.135,1,1952.2,47,14,3,134,860,23,8,3,134,856,39,12,3,137,856,63,18,3,139,860
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.051,2.243,1,5626.4,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
4113.01,9282762,1.332567,65.0593,2.88,0.000153,KOI,15.708,1,0,4.051,2.243,1,5626.4,46,14,2,126,858,22,8,2,124,852,38,12,2,119,853,62,18,2,120,857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.084,2.118,1,1794.9,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
3979.01,9899217,1.332558,65.047,4.8,0.000121,KOI,15.271,1,0,4.084,2.118,1,1794.9,47,14,3,173,848,23,8,3,173,844,39,12,3,177,844,63,18,3,178,848
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.088,2.201,1,13.5,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
2600.01,9777251,1.332557,65.0555,3.6557,0.000126,KOI,15.053,1,0,4.088,2.201,1,13.5,47,14,3,627,854,23,8,3,627,850,39,12,3,630,851,63,18,3,632,854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.173,2.272,1,300.2,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
4814.01,9777556,1.332539,65.0617,2.76,0.000468,KOI,16.072,1,0,4.173,2.272,1,300.2,47,14,3,549,854,23,8,3,549,850,39,12,3,553,850,63,18,3,554,854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.254,2.256,1,5606.3,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
3959.01,9282769,1.332527,65.0604,3.6,0.000048,KOI,13.406,1,0,4.254,2.256,1,5606.3,46,14,2,131,853,22,8,2,129,848,38,12,2,124,848,62,18,2,125,852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.352,2.618,1,26.3,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
4316.01,9777290,1.332517,65.0807,4.1,0.000296,KOI,16.334,1,0,4.352,2.618,1,26.3,47,14,3,620,856,23,8,3,620,852,39,12,3,624,853,63,18,3,625,856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,0,4.526,2.381,1,993.1,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,4.526,2.381,1,993.1,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,48,4.062,2.115,1,1975.9,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
BR-Cyg-pri,9899416,1.332564,1.086704,0,0.668869,GEB,10.028,1,-48,4.062,2.144,1,1975.9,47,14,3,128,851,23,8,3,128,847,39,12,3,131,847,63,18,3,133,851
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997.01,9777256,1.332499,65.0925,4.3796,0.000147,KOI,15.255,1,8,4.096,2.141,1,1975.9,47,14,3,624,852,23,8,3,625,848,39,12,3,628,848,63,18,3,629,852
009899416-pri,9899416,1.332555,54.389539,4.6213,0.6303,KEB,10.028,1,-8,4.096,2.146,1,1975.9,47,14,3,128,851,23,8,3,128,847,39,12,3,131,847,63,18,3,133,851
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,3.879,2.136,1,494.7,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
4243.01,9777757,1.332647,65.026,2.72,0.000033,KOI,13,1,0,3.879,2.136,1,494.7,47,14,3,499,855,23,8,3,499,851,39,12,3,503,851,63,18,3,504,855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,3.886,2.074,1,621.1,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
4108.01,9899065,1.332643,65.0187,3.9,0.00019,KOI,15.86,1,0,3.886,2.074,1,621.1,47,14,3,219,853,23,8,3,219,849,39,12,3,222,849,63,18,3,224,853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,3.948,2.079,1,1059,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
4455.01,9777200,1.332612,65.0194,1.4,0.000043,KOI,13.922,1,0,3.948,2.079,1,1059,47,14,3,641,852,23,8,3,641,847,39,12,3,645,848,63,18,3,646,851
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,3.957,2.224,1,797.5,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
4090.01,9899233,1.332608,65.0347,4.4,0.000115,KOI,15.164,1,0,3.957,2.225,1,797.5,47,14,3,174,856,23,8,3,174,852,39,12,3,178,852,63,18,3,179,856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,3.985,2.098,1,219.8,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
3028.01,9838804,1.332597,65.0216,2.7568,0.000206,KOI,15.983,1,0,3.985,2.098,1,219.8,47,14,3,319,854,23,8,3,320,850,39,12,3,323,850,63,18,3,324,854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,4.013,2.246,1,526.8,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
4197.01,9777724,1.332587,65.0366,3.2,0.000166,KOI,15.865,1,0,4.013,2.246,1,526.8,47,14,3,507,854,23,8,3,507,849,39,12,3,511,850,63,18,3,512,853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,4.044,2.293,1,1655.6,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
4142.01,9716302,1.332577,65.0404,3.8,0.000441,KOI,16.49,1,0,4.044,2.293,1,1655.6,47,14,3,791,856,23,8,3,791,852,39,12,3,795,852,63,18,3,796,856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,4.068,2.42,1,959.2,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
3955.01,9899414,1.33257,65.0488,2.15,0.000289,KOI,14.923,1,0,4.068,2.42,1,959.2,47,14,3,134,860,23,8,3,134,856,39,12,3,137,856,63,18,3,139,860
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,4.08,2.667,1,6619.5,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
4113.01,9282762,1.332567,65.0593,2.88,0.000153,KOI,15.708,1,0,4.08,2.667,1,6619.5,46,14,2,126,858,22,8,2,124,852,38,12,2,119,853,62,18,2,120,857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677.01,9838608,1.332507,65.0695,3.2,0.000084,KOI,15.165,1,0,4.118,2.389,1,802,47,14,3,375,853,23,8,3,375,849,39,12,3,378,850,63,18,3,380,853
3979.01,9899217,1.332558,65.047,4.8,0.000121,KOI,15.271,1,0,4.118,2.389,1,802,47,14,3,173,848,23,8,3,173,844,39,12,3,177,844,63,18,3,178,848
